"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
".Sugarscape 3 Wealth Distribution.tmp.nlogo"
"meta vs growth"
"02/27/2024 01:12:56:877 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","max-meta","min-meta","sugar-growback-rate","visualization","initial-population","[step]","mean [metabolism] of turtles","mean [vision] of turtles","(gini-index-reserve / count turtles) * 2","mean [age] of turtles"
"12332","2","1","1.4","no-visualization","500","300","1.476","4","0.36050719210258175","42.946"
"12333","3","1","1.4","no-visualization","500","300","1.766","4","0.4462655842077781","38.794"
"12334","4","1","1.4","no-visualization","500","300","1.932","4","0.4913874452238832","36.346"
"12335","5","1","1.4","no-visualization","500","300","2.006","4","0.47123496133381976","33.682"
"12336","6","1","1.4","no-visualization","500","300","2","4","0.487613475115183","35.158"
"12337","7","1","1.4","no-visualization","500","300","2.194","4","0.4940308037180897","32.396"
"12338","8","1","1.4","no-visualization","500","300","2.084","4","0.4930405028292733","35.54"
"12339","9","1","1.4","no-visualization","500","300","2.31","4","0.4950937792241795","32.608"
"12340","10","1","1.4","no-visualization","500","300","2.558","4","0.5094655267949026","31.714"
"12342","2","1","1.5","no-visualization","500","300","1.49","4","0.3365280564503766","43.896"
"12341","1","1","1.5","no-visualization","500","300","1","4","0.30929969024847964","45.734"
"12343","3","1","1.5","no-visualization","500","300","1.842","4","0.45973131345431345","40.45"
"12344","4","1","1.5","no-visualization","500","300","1.918","4","0.47661131514876404","37.962"
"12345","5","1","1.5","no-visualization","500","300","2.02","4","0.4837877662692981","34.892"
"12347","7","1","1.5","no-visualization","500","300","2.374","4","0.5059509635611863","33.864"
"12346","6","1","1.5","no-visualization","500","300","2.192","4","0.5157968657668947","34.258"
"12348","8","1","1.5","no-visualization","500","300","2.32","4","0.4955955726225435","33.466"
"12349","9","1","1.5","no-visualization","500","300","2.564","4","0.5215179576155659","31.222"
"12350","10","1","1.5","no-visualization","500","300","2.412","4","0.5122099432942109","33.392"
"12351","1","1","1.6","no-visualization","500","300","1","4","0.3163534941905642","44.98"
"12353","3","1","1.6","no-visualization","500","300","1.864","4","0.4623109030947065","39.714"
"12352","2","1","1.6","no-visualization","500","300","1.466","4","0.3334163483942255","44.168"
"12354","4","1","1.6","no-visualization","500","300","1.948","4","0.4822875580095521","37.764"
"12355","5","1","1.6","no-visualization","500","300","2.046","4","0.4793563188878904","34.368"
"12356","6","1","1.6","no-visualization","500","300","2.104","4","0.4949576915511388","34.96"
"12357","7","1","1.6","no-visualization","500","300","2.18","4","0.4986346403067379","35.352"
"12358","8","1","1.6","no-visualization","500","300","2.328","4","0.504956691535415","32.712"
"12359","9","1","1.6","no-visualization","500","300","2.612","4","0.5096321225992635","32.534"
"12360","10","1","1.6","no-visualization","500","300","2.488","4","0.5120961691528313","31.89"
"12362","2","1","1.7","no-visualization","500","300","1.462","4","0.33543852288488274","44.746"
"12363","3","1","1.7","no-visualization","500","300","1.866","4","0.4482326421361544","40.038"
"12361","1","1","1.7","no-visualization","500","300","1","4","0.30788520795445984","44.848"
"12364","4","1","1.7","no-visualization","500","300","1.992","4","0.48711638346470215","37.56"
"12365","5","1","1.7","no-visualization","500","300","2.034","4","0.48067423977176976","34.882"
"12366","6","1","1.7","no-visualization","500","300","2.12","4","0.5010404469273743","34.264"
"12367","7","1","1.7","no-visualization","500","300","2.264","4","0.5050878162363943","35.412"
"12368","8","1","1.7","no-visualization","500","300","2.408","4","0.5168410785586056","34.802"
"12369","9","1","1.7","no-visualization","500","300","2.36","4","0.5017182950393145","32.81"
"12373","3","1","1.8","no-visualization","500","300","1.938","4","0.45780705485773926","41.864"
"12372","2","1","1.8","no-visualization","500","300","1.464","4","0.3534217827190272","43.284"
"12370","10","1","1.7","no-visualization","500","300","2.46","4","0.5113687886010709","32.578"
"12371","1","1","1.8","no-visualization","500","300","1","4","0.3186186245174853","43.66"
"12374","4","1","1.8","no-visualization","500","300","2.03","4","0.4864336524269391","37.132"
"12376","6","1","1.8","no-visualization","500","300","2.204","4","0.510441269759406","35.85"
"12375","5","1","1.8","no-visualization","500","300","2.056","4","0.4968365725991964","34.736"
"12377","7","1","1.8","no-visualization","500","300","2.176","4","0.4855208934913208","34.19"
"12378","8","1","1.8","no-visualization","500","300","2.432","4","0.5100592149282578","31.508"
"12379","9","1","1.8","no-visualization","500","300","2.43","4","0.5244053424386194","33.684"
"12380","10","1","1.8","no-visualization","500","300","2.376","4","0.49880619073940263","33.324"
"12381","1","1","1.9","no-visualization","500","300","1","4","0.3363538373885193","43.452"
"12382","2","1","1.9","no-visualization","500","300","1.516","4","0.33519778389278093","44.394"
"12383","3","1","1.9","no-visualization","500","300","1.85","4","0.44665287202380966","41.142"
"12384","4","1","1.9","no-visualization","500","300","1.914","4","0.47344016018079815","37.274"
"12386","6","1","1.9","no-visualization","500","300","2.092","4","0.47106477051937207","36.066"
"12385","5","1","1.9","no-visualization","500","300","2.084","4","0.4879477131591522","36.474"
"12387","7","1","1.9","no-visualization","500","300","2.248","4","0.5033884090299934","34.316"
"12388","8","1","1.9","no-visualization","500","300","2.224","4","0.49220997414111517","34.426"
"12390","10","1","1.9","no-visualization","500","300","2.368","4","0.48947037731066967","35.232"
"12389","9","1","1.9","no-visualization","500","300","2.406","4","0.4894414569015985","34.158"
"12391","1","1","2","no-visualization","500","300","1","4","0.35945505912373843","43.614"
"12392","2","1","2","no-visualization","500","300","1.512","4","0.38291817473374273","42.636"
"12393","3","1","2","no-visualization","500","300","1.85","4","0.4296887345506143","42.408"
"12394","4","1","2","no-visualization","500","300","1.968","4","0.46025627610649383","35.798"
"12396","6","1","2","no-visualization","500","300","2.2","4","0.5076712019089883","34.164"
"12395","5","1","2","no-visualization","500","300","2.182","4","0.5113012573192318","35.262"
"12397","7","1","2","no-visualization","500","300","2.228","4","0.49989460263493407","32.712"
"12399","9","1","2","no-visualization","500","300","2.246","4","0.4900330864839115","32.694"
"12398","8","1","2","no-visualization","500","300","2.4","4","0.4923185958675856","33.822"
"12400","10","1","2","no-visualization","500","300","2.434","4","0.5041220740501993","34.184"
"12401","1","1","0.1","no-visualization","500","300","1","4","0.3689706653947052","13.61"
"12402","2","1","0.1","no-visualization","500","300","1.284","4","0.38158342780142457","11.494"
"12403","3","1","0.1","no-visualization","500","300","1.54","4","0.37075491629744484","10.358"
"12404","4","1","0.1","no-visualization","500","300","1.77","4","0.40104897832964637","10.126"
"12405","5","1","0.1","no-visualization","500","300","1.99","4","0.3736046485590809","9.012"
"12406","6","1","0.1","no-visualization","500","300","2.232","4","0.3820411758277782","8.362"
"12407","7","1","0.1","no-visualization","500","300","2.392","4","0.3809588054457622","8.726"
"12408","8","1","0.1","no-visualization","500","300","2.628","4","0.39754711924966507","8.71"
"12409","9","1","0.1","no-visualization","500","300","3.07","4","0.37538859097242744","7.284"
"12411","1","1","0.2","no-visualization","500","300","1","4","0.3221162249761674","36.672"
"12410","10","1","0.1","no-visualization","500","300","3.15","4","0.3681056246560264","7.77"
"12412","2","1","0.2","no-visualization","500","300","1.166","4","0.33938284789643935","32.726"
"12413","3","1","0.2","no-visualization","500","300","1.312","4","0.3332472460220312","28.44"
"12414","4","1","0.2","no-visualization","500","300","1.518","4","0.3634530693397403","26.28"
"12417","7","1","0.2","no-visualization","500","300","1.768","4","0.3440887148337601","26.732"
"12416","6","1","0.2","no-visualization","500","300","1.744","4","0.36089293661913796","26.772"
"12415","5","1","0.2","no-visualization","500","300","1.582","4","0.33376745863215673","26.942"
"12418","8","1","0.2","no-visualization","500","300","1.952","4","0.36309202841357546","25.56"
"12419","9","1","0.2","no-visualization","500","300","2.288","4","0.33568638081783864","23.336"
"12420","10","1","0.2","no-visualization","500","300","2.358","4","0.33821985182886627","23.986"
"12422","2","1","0.3","no-visualization","500","300","1.162","4","0.25678367569334687","35.04"
"12421","1","1","0.3","no-visualization","500","300","1","4","0.19798152882960862","43.988"
"12423","3","1","0.3","no-visualization","500","300","1.272","4","0.27072726862658886","31.312"
"12424","4","1","0.3","no-visualization","500","300","1.446","4","0.27837752260498105","32.426"
"12425","5","1","0.3","no-visualization","500","300","1.516","4","0.281745043359573","29.78"
"12426","6","1","0.3","no-visualization","500","300","1.69","4","0.3064799596672548","29.48"
"12427","7","1","0.3","no-visualization","500","300","1.972","4","0.3090248943855995","26.83"
"12428","8","1","0.3","no-visualization","500","300","1.958","4","0.31603099798997414","27.702"
"12429","9","1","0.3","no-visualization","500","300","2.174","4","0.32109452249130654","28.188"
"12430","10","1","0.3","no-visualization","500","300","2.178","4","0.3081752627959526","27.368"
"12431","1","1","0.4","no-visualization","500","300","1","4","0.19364474041470794","43.928"
"12432","2","1","0.4","no-visualization","500","300","1.206","4","0.30429581332659444","34.418"
"12434","4","1","0.4","no-visualization","500","300","1.536","4","0.3552285081068473","28.18"
"12433","3","1","0.4","no-visualization","500","300","1.344","4","0.3316986291433959","32.976"
"12435","5","1","0.4","no-visualization","500","300","1.662","4","0.36514563971283903","29.628"
"12436","6","1","0.4","no-visualization","500","300","1.836","4","0.3642647416413373","27.646"
"12437","7","1","0.4","no-visualization","500","300","1.814","4","0.34779074295985624","28.736"
"12438","8","1","0.4","no-visualization","500","300","1.998","4","0.36599954139835256","28.188"
"12439","9","1","0.4","no-visualization","500","300","2.218","4","0.3726326452010478","27.358"
"12440","10","1","0.4","no-visualization","500","300","2.502","4","0.3785776067290905","24.68"
"12441","1","1","0.5","no-visualization","500","300","1","4","0.2326431214261689","44.882"
"12443","3","1","0.5","no-visualization","500","300","1.436","4","0.4240698898994732","32.424"
"12445","5","1","0.5","no-visualization","500","300","1.756","4","0.4450723835869067","29.176"
"12444","4","1","0.5","no-visualization","500","300","1.692","4","0.45535254055392743","27.952"
"12442","2","1","0.5","no-visualization","500","300","1.3","4","0.3876703354992703","35.424"
"12446","6","1","0.5","no-visualization","500","300","1.8","4","0.45663359173126616","28.664"
"12447","7","1","0.5","no-visualization","500","300","1.95","4","0.4527869551965861","29.614"
"12451","1","1","0.6","no-visualization","500","300","1","4","0.22980784156708145","44.862"
"12448","8","1","0.5","no-visualization","500","300","2.044","4","0.43983262811471624","27.73"
"12449","9","1","0.5","no-visualization","500","300","2.08","4","0.4504527454429764","29.886"
"12452","2","1","0.6","no-visualization","500","300","1.45","4","0.4439936924372068","39.788"
"12450","10","1","0.5","no-visualization","500","300","2.344","4","0.48094940424797117","26.91"
"12453","3","1","0.6","no-visualization","500","300","1.554","4","0.46543350506122655","35.236"
"12454","4","1","0.6","no-visualization","500","300","1.682","4","0.4524122982749028","33.982"
"12455","5","1","0.6","no-visualization","500","300","1.76","4","0.4631076371314119","31.232"
"12456","6","1","0.6","no-visualization","500","300","1.91","4","0.4833408849557524","31.568"
"12457","7","1","0.6","no-visualization","500","300","1.974","4","0.4981446974323184","32.302"
"12458","8","1","0.6","no-visualization","500","300","2.096","4","0.46304677286101487","30.416"
"12459","9","1","0.6","no-visualization","500","300","2.134","4","0.4908799686078452","33.084"
"12460","10","1","0.6","no-visualization","500","300","2.24","4","0.48653351182507815","31.224"
"12462","2","1","0.7","no-visualization","500","300","1.488","4","0.43874042385388007","42.704"
"12461","1","1","0.7","no-visualization","500","300","1","4","0.23519551888081305","43.128"
"12463","3","1","0.7","no-visualization","500","300","1.59","4","0.44155752289414324","36.224"
"12464","4","1","0.7","no-visualization","500","300","1.698","4","0.4683012658708325","36.578"
"12466","6","1","0.7","no-visualization","500","300","1.888","4","0.45757891500600906","32.154"
"12465","5","1","0.7","no-visualization","500","300","1.83","4","0.4725194127415062","34.644"
"12467","7","1","0.7","no-visualization","500","300","2.048","4","0.47658783569845486","32.112"
"12468","8","1","0.7","no-visualization","500","300","2.146","4","0.4851017118671097","32.78"
"12471","1","1","0.8","no-visualization","500","300","1","4","0.24941389692884494","43.584"
"12469","9","1","0.7","no-visualization","500","300","2.118","4","0.46694128525196477","32.776"
"12470","10","1","0.7","no-visualization","500","300","2.41","4","0.49335880429417583","31.49"
"12472","2","1","0.8","no-visualization","500","300","1.464","4","0.38788792982258846","44.522"
"12473","3","1","0.8","no-visualization","500","300","1.644","4","0.4305298797409804","37.28"
"12475","5","1","0.8","no-visualization","500","300","1.778","4","0.43637973161089144","35.456"
"12474","4","1","0.8","no-visualization","500","300","1.728","4","0.4363203119655197","35.246"
"12477","7","1","0.8","no-visualization","500","300","2.054","4","0.4508636286469576","32.528"
"12476","6","1","0.8","no-visualization","500","300","1.954","4","0.43995218462589286","32.922"
"12478","8","1","0.8","no-visualization","500","300","2.182","4","0.46975494368263454","32.434"
"12479","9","1","0.8","no-visualization","500","300","2.288","4","0.46194965446816616","33.982"
"12480","10","1","0.8","no-visualization","500","300","2.41","4","0.46321532814711797","31.306"
"12481","1","1","0.9","no-visualization","500","300","1","4","0.2492892158945125","45.638"
"12482","2","1","0.9","no-visualization","500","300","1.506","4","0.3575005661939932","44.336"
"12484","4","1","0.9","no-visualization","500","300","1.746","4","0.4212321412266018","35.804"
"12483","3","1","0.9","no-visualization","500","300","1.608","4","0.40518157980538266","37.7"
"12485","5","1","0.9","no-visualization","500","300","1.876","4","0.447956489324249","33.874"
"12486","6","1","0.9","no-visualization","500","300","1.908","4","0.428285241228989","33.524"
"12488","8","1","0.9","no-visualization","500","300","2.238","4","0.4694936347146641","31.896"
"12487","7","1","0.9","no-visualization","500","300","2.026","4","0.45455063703307913","31.652"
"12489","9","1","0.9","no-visualization","500","300","2.28","4","0.4586640366942018","32.616"
"12491","1","1","1","no-visualization","500","300","1","4","0.2935059424768244","44.52"
"12490","10","1","0.9","no-visualization","500","300","2.282","4","0.4457993773255379","32.486"
"12493","3","1","1","no-visualization","500","300","1.66","4","0.4231378504672901","37.008"
"12492","2","1","1","no-visualization","500","300","1.52","4","0.374186792124063","44.512"
"12494","4","1","1","no-visualization","500","300","1.742","4","0.44029311740890675","33.944"
"12495","5","1","1","no-visualization","500","300","1.916","4","0.45870697295370005","35.292"
"12496","6","1","1","no-visualization","500","300","1.922","4","0.4687474807058935","33.904"
"12498","8","1","1","no-visualization","500","300","2.262","4","0.46860079475888705","32.022"
"12497","7","1","1","no-visualization","500","300","1.98","4","0.4541771162089593","34.704"
"12499","9","1","1","no-visualization","500","300","2.252","4","0.46027111856702213","32.084"
"12501","1","1","1.1","no-visualization","500","300","1","4","0.28968141172695894","45.208"
"12500","10","1","1","no-visualization","500","300","2.392","4","0.48859894415115324","30.072"
"12502","2","1","1.1","no-visualization","500","300","1.486","4","0.38479412877656255","42.834"
"12503","3","1","1.1","no-visualization","500","300","1.626","4","0.4287641692609746","35.96"
"12505","5","1","1.1","no-visualization","500","300","1.902","4","0.43879658302188984","34.724"
"12504","4","1","1.1","no-visualization","500","300","1.768","4","0.43972335081005487","35.952"
"12506","6","1","1.1","no-visualization","500","300","1.996","4","0.4563976493867189","32.644"
"12507","7","1","1.1","no-visualization","500","300","1.964","4","0.4568149493931276","33.976"
"12509","9","1","1.1","no-visualization","500","300","2.196","4","0.462571317528177","31.296"
"12508","8","1","1.1","no-visualization","500","300","2.174","4","0.46384292036756236","32.138"
"12510","10","1","1.1","no-visualization","500","300","2.262","4","0.4470812651322801","30.988"
"12511","1","1","1.2","no-visualization","500","300","1","4","0.31089185884834813","42.802"
"12512","2","1","1.2","no-visualization","500","300","1.464","4","0.3709898265003655","42.802"
"12514","4","1","1.2","no-visualization","500","300","1.78","4","0.44280916799258874","35.266"
"12515","5","1","1.2","no-visualization","500","300","1.858","4","0.4374008633793397","34.254"
"12513","3","1","1.2","no-visualization","500","300","1.66","4","0.42679816817812066","37.092"
"12516","6","1","1.2","no-visualization","500","300","1.986","4","0.4585972003759216","33.532"
"12517","7","1","1.2","no-visualization","500","300","2.078","4","0.44270432777212243","32.594"
"12518","8","1","1.2","no-visualization","500","300","2.194","4","0.4514413898434511","30.936"
"12519","9","1","1.2","no-visualization","500","300","2.21","4","0.44845428032606094","33.748"
"12520","10","1","1.2","no-visualization","500","300","2.456","4","0.4806095013312788","33.004"
"12521","1","1","1.3","no-visualization","500","300","1","4","0.30696645814206713","44.142"
"12522","2","1","1.3","no-visualization","500","300","1.46","4","0.3757739046415698","41.854"
"12524","4","1","1.3","no-visualization","500","300","1.904","4","0.46005393447504866","35.468"
"12526","6","1","1.3","no-visualization","500","300","1.954","4","0.46317495571668094","34.648"
"12525","5","1","1.3","no-visualization","500","300","1.894","4","0.43678287217635864","34.744"
"12527","7","1","1.3","no-visualization","500","300","2.1","4","0.46623492115812487","32.31"
"12523","3","1","1.3","no-visualization","500","300","1.694","4","0.4507010384107639","35.528"
"12528","8","1","1.3","no-visualization","500","300","2.246","4","0.4906159582991264","30.592"
"12529","9","1","1.3","no-visualization","500","300","2.188","4","0.46959129129552996","32.772"
"12530","10","1","1.3","no-visualization","500","300","2.388","4","0.4994769456799567","31.076"
"12532","2","1","1.4","no-visualization","500","300","1.47","4","0.3508988202784569","42.734"
"12531","1","1","1.4","no-visualization","500","300","1","4","0.31030221515053563","43.99"
"12534","4","1","1.4","no-visualization","500","300","1.826","4","0.45375822282287315","37.178"
"12533","3","1","1.4","no-visualization","500","300","1.696","4","0.4272940777576853","38.434"
"12535","5","1","1.4","no-visualization","500","300","2.01","4","0.4825727156555393","34.06"
"12536","6","1","1.4","no-visualization","500","300","2.054","4","0.49007578930493073","32.158"
"12537","7","1","1.4","no-visualization","500","300","2.096","4","0.4662012329733343","34.454"
"12538","8","1","1.4","no-visualization","500","300","2.216","4","0.5153973941947061","34.044"
"12541","1","1","1.5","no-visualization","500","300","1","4","0.30775984572825676","44.826"
"12539","9","1","1.4","no-visualization","500","300","2.216","4","0.4956251959968253","32.594"
"12542","2","1","1.5","no-visualization","500","300","1.468","4","0.3453557112101641","43.274"
"12540","10","1","1.4","no-visualization","500","300","2.472","4","0.5116325071230378","30.908"
"12543","3","1","1.5","no-visualization","500","300","1.844","4","0.4564788838612371","42.322"
"12544","4","1","1.5","no-visualization","500","300","1.978","4","0.49134891856851787","37.092"
"12545","5","1","1.5","no-visualization","500","300","2.092","4","0.505155827149716","36.266"
"12546","6","1","1.5","no-visualization","500","300","2.074","4","0.4812582956675121","35.746"
"12547","7","1","1.5","no-visualization","500","300","2.202","4","0.49096144358763555","33.476"
"12548","8","1","1.5","no-visualization","500","300","2.284","4","0.5019611701892953","36"
"12549","9","1","1.5","no-visualization","500","300","2.29","4","0.5116037962899891","34.754"
"12550","10","1","1.5","no-visualization","500","300","2.446","4","0.5157660060796009","33.69"
"12552","2","1","1.6","no-visualization","500","300","1.472","4","0.36539171831492023","41.978"
"12551","1","1","1.6","no-visualization","500","300","1","4","0.3119024482536795","44.59"
"12553","3","1","1.6","no-visualization","500","300","1.752","4","0.4336328233657862","40.02"
"12554","4","1","1.6","no-visualization","500","300","2.004","4","0.5021000732679283","35.638"
"12555","5","1","1.6","no-visualization","500","300","2.086","4","0.4811756863385304","35.018"
"12556","6","1","1.6","no-visualization","500","300","2.206","4","0.4997867697560782","34.216"
"12557","7","1","1.6","no-visualization","500","300","2.184","4","0.5049685315598426","35.62"
"12558","8","1","1.6","no-visualization","500","300","2.268","4","0.4985740968729116","32.912"
"12559","9","1","1.6","no-visualization","500","300","2.376","4","0.5029488308805098","34.446"
"12561","1","1","1.7","no-visualization","500","300","1","4","0.3155726512191094","44.182"
"12560","10","1","1.6","no-visualization","500","300","2.268","4","0.4958938358680476","32.69"
"12562","2","1","1.7","no-visualization","500","300","1.438","4","0.35634241824533663","40.394"
"12563","3","1","1.7","no-visualization","500","300","1.918","4","0.4787494087048079","40.8"
"12564","4","1","1.7","no-visualization","500","300","2.01","4","0.48162517691000056","37.604"
"12565","5","1","1.7","no-visualization","500","300","2.048","4","0.49209844985763995","36.002"
"12566","6","1","1.7","no-visualization","500","300","2.156","4","0.5025779537070428","34.932"
"12567","7","1","1.7","no-visualization","500","300","2.306","4","0.5042636104524438","34.164"
"12568","8","1","1.7","no-visualization","500","300","2.252","4","0.5030639254923445","34.104"
"12571","1","1","1.8","no-visualization","500","300","1","4","0.32074122532261823","44.162"
"12570","10","1","1.7","no-visualization","500","300","2.5","4","0.5146240165097381","32.802"
"12569","9","1","1.7","no-visualization","500","300","2.454","4","0.5071448974678163","31.422"
"12572","2","1","1.8","no-visualization","500","300","1.452","4","0.3489368488433696","44.942"
"12575","5","1","1.8","no-visualization","500","300","2.106","4","0.5004617355654251","36.848"
"12573","3","1","1.8","no-visualization","500","300","1.866","4","0.4697308730729292","39.53"
"12574","4","1","1.8","no-visualization","500","300","1.97","4","0.4738544086988514","36.086"
"12576","6","1","1.8","no-visualization","500","300","2.232","4","0.5062955744444544","36.16"
"12577","7","1","1.8","no-visualization","500","300","2.318","4","0.5015005229344089","32.72"
"12578","8","1","1.8","no-visualization","500","300","2.4","4","0.5203003245555796","33.02"
"12580","10","1","1.8","no-visualization","500","300","2.708","4","0.5279385155010344","33.216"
"12579","9","1","1.8","no-visualization","500","300","2.326","4","0.5128224424006028","34.2"
"12581","1","1","1.9","no-visualization","500","300","1","4","0.33996671268530115","43.374"
"12582","2","1","1.9","no-visualization","500","300","1.482","4","0.34260480646644076","42.224"
"12583","3","1","1.9","no-visualization","500","300","1.888","4","0.4558471751120104","40.704"
"12585","5","1","1.9","no-visualization","500","300","2.094","4","0.49086956829128225","34.05"
"12584","4","1","1.9","no-visualization","500","300","1.938","4","0.4595269040194377","38.914"
"12586","6","1","1.9","no-visualization","500","300","2.276","4","0.49363051985102185","33.896"
"12587","7","1","1.9","no-visualization","500","300","2.218","4","0.5058325001711976","36.576"
"12589","9","1","1.9","no-visualization","500","300","2.384","4","0.4994265841667183","33.906"
"12588","8","1","1.9","no-visualization","500","300","2.336","4","0.5085014209552822","35.298"
"12591","1","1","2","no-visualization","500","300","1","4","0.3579303917217538","42.268"
"12590","10","1","1.9","no-visualization","500","300","2.526","4","0.511455440660368","32.022"
"12592","2","1","2","no-visualization","500","300","1.472","4","0.393696971414001","43.424"
"12593","3","1","2","no-visualization","500","300","1.874","4","0.4360555956953265","40.088"
"12594","4","1","2","no-visualization","500","300","2.088","4","0.480553329909263","35.798"
"12595","5","1","2","no-visualization","500","300","2.08","4","0.4770873625724081","37.696"
"12596","6","1","2","no-visualization","500","300","2.188","4","0.5056310457377808","33.684"
"12598","8","1","2","no-visualization","500","300","2.312","4","0.5161380690345172","34.368"
"12597","7","1","2","no-visualization","500","300","2.352","4","0.506099261875651","33.034"
"12600","10","1","2","no-visualization","500","300","2.63","4","0.5183653988908784","32.188"
"12599","9","1","2","no-visualization","500","300","2.436","4","0.4979383664534953","34.406"
"12601","1","1","0.1","no-visualization","500","300","1","4","0.39104740011953487","15.404"
"12602","2","1","0.1","no-visualization","500","300","1.27","4","0.39896642642094743","12.11"
"12604","4","1","0.1","no-visualization","500","300","1.764","4","0.3895652924082816","10.13"
"12603","3","1","0.1","no-visualization","500","300","1.534","4","0.3676516871335324","10.644"
"12605","5","1","0.1","no-visualization","500","300","2.03","4","0.3806346727376217","9.39"
"12607","7","1","0.1","no-visualization","500","300","2.384","4","0.38599649894519517","8.794"
"12606","6","1","0.1","no-visualization","500","300","2.172","4","0.38295963150150353","9.518"
"12608","8","1","0.1","no-visualization","500","300","2.688","4","0.36337668095167763","7.85"
"12609","9","1","0.1","no-visualization","500","300","2.848","4","0.37139319681261235","8.082"
"12611","1","1","0.2","no-visualization","500","300","1","4","0.3483857613920778","36.436"
"12612","2","1","0.2","no-visualization","500","300","1.158","4","0.3452499291239725","32.864"
"12610","10","1","0.1","no-visualization","500","300","3.308","4","0.3660341015163149","7.114"
"12614","4","1","0.2","no-visualization","500","300","1.484","4","0.35659748662436164","27.376"
"12613","3","1","0.2","no-visualization","500","300","1.332","4","0.34201256988940076","28.906"
"12616","6","1","0.2","no-visualization","500","300","1.79","4","0.34524582826180816","24.918"
"12617","7","1","0.2","no-visualization","500","300","1.884","4","0.33564306461956334","24.994"
"12615","5","1","0.2","no-visualization","500","300","1.646","4","0.35543179117321627","27.544"
"12618","8","1","0.2","no-visualization","500","300","1.982","4","0.35932581754880416","23.284"
"12619","9","1","0.2","no-visualization","500","300","2.308","4","0.37153314266487225","23.562"
"12620","10","1","0.2","no-visualization","500","300","2.268","4","0.34012226333641626","24.476"
"12621","1","1","0.3","no-visualization","500","300","1","4","0.2065368597575578","44"
"12622","2","1","0.3","no-visualization","500","300","1.198","4","0.2744136084774126","34.984"
"12623","3","1","0.3","no-visualization","500","300","1.316","4","0.2865501188724105","32.048"
"12624","4","1","0.3","no-visualization","500","300","1.398","4","0.2821996560734312","32.948"
"12626","6","1","0.3","no-visualization","500","300","1.774","4","0.30016088097491994","27.938"
"12625","5","1","0.3","no-visualization","500","300","1.584","4","0.3038903486786118","29.47"
"12627","7","1","0.3","no-visualization","500","300","1.86","4","0.3073012534901681","27.866"
"12628","8","1","0.3","no-visualization","500","300","2.014","4","0.32021049392592965","28.216"
"12629","9","1","0.3","no-visualization","500","300","2.154","4","0.30223496626576707","26.41"
"12630","10","1","0.3","no-visualization","500","300","2.224","4","0.29832508951224646","26.344"
"12633","3","1","0.4","no-visualization","500","300","1.33","4","0.3120524666361494","32.922"
"12632","2","1","0.4","no-visualization","500","300","1.202","4","0.2940079660930399","35.354"
"12631","1","1","0.4","no-visualization","500","300","1","4","0.1943868537687092","43.192"
"12636","6","1","0.4","no-visualization","500","300","1.822","4","0.34378375515454146","27.168"
"12634","4","1","0.4","no-visualization","500","300","1.514","4","0.3443596483109675","28.874"
"12635","5","1","0.4","no-visualization","500","300","1.71","4","0.34571401989551304","30.026"
"12637","7","1","0.4","no-visualization","500","300","1.912","4","0.34978250821982093","27.024"
"12638","8","1","0.4","no-visualization","500","300","1.908","4","0.3499624182707276","29.61"
"12639","9","1","0.4","no-visualization","500","300","2.246","4","0.35365858324424665","27.06"
"12641","1","1","0.5","no-visualization","500","300","1","4","0.2326205881631553","43.494"
"12640","10","1","0.4","no-visualization","500","300","2.152","4","0.36737828395475985","24.982"
"12642","2","1","0.5","no-visualization","500","300","1.276","4","0.375889354683527","33.586"
"12645","5","1","0.5","no-visualization","500","300","1.75","4","0.4430804828973842","28.692"
"12644","4","1","0.5","no-visualization","500","300","1.65","4","0.4450248539150764","30.47"
"12643","3","1","0.5","no-visualization","500","300","1.47","4","0.4149663626629252","31.282"
"12646","6","1","0.5","no-visualization","500","300","1.828","4","0.43370639938319244","29.138"
"12647","7","1","0.5","no-visualization","500","300","2.088","4","0.44995357803218067","27.122"
"12649","9","1","0.5","no-visualization","500","300","2.218","4","0.45050976087808714","29.16"
"12648","8","1","0.5","no-visualization","500","300","1.99","4","0.44816917382058735","28.368"
"12651","1","1","0.6","no-visualization","500","300","1","4","0.23658464748484279","45.982"
"12652","2","1","0.6","no-visualization","500","300","1.452","4","0.43978021482761215","41.338"
"12650","10","1","0.5","no-visualization","500","300","2.174","4","0.4521718401377858","28.696"
"12653","3","1","0.6","no-visualization","500","300","1.496","4","0.43538478995473623","38.088"
"12654","4","1","0.6","no-visualization","500","300","1.714","4","0.4835753121843387","33.544"
"12655","5","1","0.6","no-visualization","500","300","1.79","4","0.48082329448931527","33.62"
"12658","8","1","0.6","no-visualization","500","300","2.076","4","0.47552559240268183","31.238"
"12656","6","1","0.6","no-visualization","500","300","1.888","4","0.4930500479328029","32.114"
"12657","7","1","0.6","no-visualization","500","300","1.948","4","0.48739168490153134","33.678"
"12659","9","1","0.6","no-visualization","500","300","2.072","4","0.4759262926778947","32.368"
"12660","10","1","0.6","no-visualization","500","300","2.358","4","0.48228462239562514","29.476"
"12661","1","1","0.7","no-visualization","500","300","1","4","0.24281911527922925","45.254"
"12662","2","1","0.7","no-visualization","500","300","1.492","4","0.4276161629935175","43.29"
