"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
".Sugarscape 3 Wealth Distribution.tmp.nlogo"
"meta vs growth"
"02/26/2024 11:18:31:264 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","max-meta","min-meta","sugar-growback-rate","visualization","initial-population","[step]","count turtles","mean [metabolism] of turtles","mean [vision] of turtles","(gini-index-reserve / count turtles) * 2","max-meta >= min-meta"
"3253","3","1","0.6","no-visualization","500","300","500","1.56","3.706","0.4504931310739751","true"
"3254","4","1","0.6","no-visualization","500","300","500","1.672","3.644","0.4632321671722279","true"
"3255","5","1","0.6","no-visualization","500","300","500","1.796","3.754","0.46479827866045237","true"
"3257","7","1","0.6","no-visualization","500","300","500","1.906","3.766","0.46192281776416527","true"
"3256","6","1","0.6","no-visualization","500","300","500","1.906","3.684","0.4835290776264029","true"
"3259","9","1","0.6","no-visualization","500","300","500","2.294","3.594","0.4981323361251047","true"
"3258","8","1","0.6","no-visualization","500","300","500","1.994","3.63","0.4676166693957755","true"
"3260","10","1","0.6","no-visualization","500","300","500","2.396","3.854","0.4940547767253045","true"
"3261","1","1","0.7","no-visualization","500","300","500","1","3.55","0.2617057456791234","true"
"3262","2","1","0.7","no-visualization","500","300","500","1.446","3.748","0.4172204555404874","true"
"3263","3","1","0.7","no-visualization","500","300","500","1.558","3.792","0.44148802824138206","true"
"3264","4","1","0.7","no-visualization","500","300","500","1.694","3.734","0.4526008279349029","true"
"3265","5","1","0.7","no-visualization","500","300","500","1.77","3.698","0.4671977735466028","true"
"3266","6","1","0.7","no-visualization","500","300","500","1.842","3.538","0.4545258814900195","true"
"3267","7","1","0.7","no-visualization","500","300","500","1.988","3.766","0.47658434816001904","true"
"3269","9","1","0.7","no-visualization","500","300","500","2.312","3.584","0.46839282343281197","true"
"3268","8","1","0.7","no-visualization","500","300","500","2.254","3.742","0.4883471431464769","true"
"3270","10","1","0.7","no-visualization","500","300","500","2.4","3.674","0.4828651041449843","true"
"3271","1","1","0.8","no-visualization","500","300","500","1","3.608","0.2716202916082207","true"
"3272","2","1","0.8","no-visualization","500","300","500","1.45","3.68","0.3931132741673824","true"
"3273","3","1","0.8","no-visualization","500","300","500","1.642","3.6","0.42390265026029345","true"
"3274","4","1","0.8","no-visualization","500","300","500","1.762","3.514","0.4408033105894524","true"
"3275","5","1","0.8","no-visualization","500","300","500","1.81","3.608","0.45767158870569835","true"
"3276","6","1","0.8","no-visualization","500","300","500","1.898","3.672","0.4397078347152994","true"
"3277","7","1","0.8","no-visualization","500","300","500","1.984","3.668","0.46723214626694687","true"
"3278","8","1","0.8","no-visualization","500","300","500","2.176","3.698","0.4519900568707514","true"
"3279","9","1","0.8","no-visualization","500","300","500","2.164","3.718","0.47185378024668123","true"
"3280","10","1","0.8","no-visualization","500","300","500","2.416","3.684","0.4876954656093945","true"
"3281","1","1","0.9","no-visualization","500","300","500","1","3.452","0.2910494446709563","true"
"3282","2","1","0.9","no-visualization","500","300","500","1.528","3.57","0.3717071180872422","true"
"3283","3","1","0.9","no-visualization","500","300","500","1.708","3.662","0.434003787425747","true"
"3284","4","1","0.9","no-visualization","500","300","500","1.802","3.612","0.44669169933219105","true"
"3285","5","1","0.9","no-visualization","500","300","500","1.898","3.67","0.47028789934624377","true"
"3286","6","1","0.9","no-visualization","500","300","500","1.98","3.728","0.46065984671134885","true"
"3287","7","1","0.9","no-visualization","500","300","500","2.032","3.648","0.4528257188892444","true"
"3288","8","1","0.9","no-visualization","500","300","500","2.074","3.676","0.4714120260362993","true"
"3289","9","1","0.9","no-visualization","500","300","500","2.336","3.68","0.4811931911522266","true"
"3291","1","1","1","no-visualization","500","300","500","1","3.54","0.3370650834746897","true"
"3290","10","1","0.9","no-visualization","500","300","500","2.426","3.554","0.47263326605989425","true"
"3292","2","1","1","no-visualization","500","300","500","1.48","3.65","0.3790032332563507","true"
"3294","4","1","1","no-visualization","500","300","500","1.756","3.67","0.468078810408922","true"
"3293","3","1","1","no-visualization","500","300","500","1.648","3.752","0.43232517432075035","true"
"3295","5","1","1","no-visualization","500","300","500","1.95","3.638","0.48055595742482154","true"
"3296","6","1","1","no-visualization","500","300","500","1.956","3.746","0.4633295542385984","true"
"3298","8","1","1","no-visualization","500","300","500","2.198","3.69","0.47932665553700643","true"
"3297","7","1","1","no-visualization","500","300","500","2.04","3.568","0.47923693040372367","true"
"3299","9","1","1","no-visualization","500","300","500","2.318","3.626","0.47453703035613026","true"
"3301","1","1","1.1","no-visualization","500","300","500","1","3.492","0.3053210099300669","true"
"3300","10","1","1","no-visualization","500","300","500","2.298","3.678","0.48272689960576787","true"
"3302","2","1","1.1","no-visualization","500","300","500","1.468","3.592","0.38628896552713776","true"
"3304","4","1","1.1","no-visualization","500","300","500","1.768","3.762","0.45359420289855085","true"
"3303","3","1","1.1","no-visualization","500","300","500","1.596","3.56","0.43069244613258295","true"
"3306","6","1","1.1","no-visualization","500","300","500","1.896","3.558","0.45047968700727414","true"
"3305","5","1","1.1","no-visualization","500","300","500","1.894","3.73","0.4586700913811351","true"
"3307","7","1","1.1","no-visualization","500","300","500","2.036","3.71","0.46969811364238695","true"
"3308","8","1","1.1","no-visualization","500","300","500","2.082","3.558","0.4650168995313571","true"
"3309","9","1","1.1","no-visualization","500","300","500","2.33","3.652","0.48056889852609425","true"
"3310","10","1","1.1","no-visualization","500","300","500","2.374","3.648","0.4832088452088455","true"
"3311","1","1","1.2","no-visualization","500","300","500","1","3.618","0.3193475885233103","true"
"3312","2","1","1.2","no-visualization","500","300","500","1.45","3.63","0.37340707014028085","true"
"3314","4","1","1.2","no-visualization","500","300","500","1.754","3.686","0.46509221538579165","true"
"3313","3","1","1.2","no-visualization","500","300","500","1.704","3.634","0.4142992743754958","true"
"3315","5","1","1.2","no-visualization","500","300","500","1.89","3.588","0.46323966141665945","true"
"3316","6","1","1.2","no-visualization","500","300","500","1.89","3.762","0.44874858441662024","true"
"3317","7","1","1.2","no-visualization","500","300","500","2.17","3.572","0.48710521527247586","true"
"3319","9","1","1.2","no-visualization","500","300","500","2.328","3.62","0.4973191089552404","true"
"3318","8","1","1.2","no-visualization","500","300","500","2.276","3.714","0.4845405029990529","true"
"3320","10","1","1.2","no-visualization","500","300","500","2.5","3.786","0.462802673093777","true"
"3322","2","1","1.3","no-visualization","500","300","500","1.492","3.696","0.3740925504371668","true"
"3321","1","1","1.3","no-visualization","500","300","500","1","3.662","0.33865111635750395","true"
"3323","3","1","1.3","no-visualization","500","300","500","1.698","3.694","0.42534541974394613","true"
"3324","4","1","1.3","no-visualization","500","300","500","1.854","3.66","0.4562479890927447","true"
"3325","5","1","1.3","no-visualization","500","300","500","1.998","3.844","0.46450935944378186","true"
"3326","6","1","1.3","no-visualization","500","300","500","1.956","3.63","0.4821380160086338","true"
"3328","8","1","1.3","no-visualization","500","300","500","2.28","3.684","0.490476758972203","true"
"3329","9","1","1.3","no-visualization","500","300","500","2.302","3.62","0.48518062917983534","true"
"3327","7","1","1.3","no-visualization","500","300","500","2.248","3.684","0.5116968753426157","true"
"3331","1","1","1.4","no-visualization","500","300","500","1","3.536","0.3407310495959585","true"
"3330","10","1","1.3","no-visualization","500","300","500","2.35","3.7","0.4918107444991856","true"
"3332","2","1","1.4","no-visualization","500","300","500","1.524","3.58","0.37358840203641264","true"
"3333","3","1","1.4","no-visualization","500","300","500","1.732","3.77","0.45069133645131987","true"
"3334","4","1","1.4","no-visualization","500","300","500","1.868","3.838","0.4815840949001899","true"
"3336","6","1","1.4","no-visualization","500","300","500","2.134","3.85","0.5122483596047966","true"
"3335","5","1","1.4","no-visualization","500","300","500","2.042","3.696","0.497023089604437","true"
"3337","7","1","1.4","no-visualization","500","300","500","2.088","3.62","0.5005623196187664","true"
"3339","9","1","1.4","no-visualization","500","300","500","2.398","3.714","0.5238900098672941","true"
"3338","8","1","1.4","no-visualization","500","300","500","2.292","3.788","0.5023024752571502","true"
"3340","10","1","1.4","no-visualization","500","300","500","2.488","3.738","0.5310579623331132","true"
"3341","1","1","1.5","no-visualization","500","300","500","1","3.536","0.35090711107833716","true"
"3342","2","1","1.5","no-visualization","500","300","500","1.47","3.694","0.3712372552970537","true"
"3343","3","1","1.5","no-visualization","500","300","500","1.846","3.682","0.477723501530976","true"
"3344","4","1","1.5","no-visualization","500","300","500","1.96","3.83","0.49686590135515124","true"
"3346","6","1","1.5","no-visualization","500","300","500","2.234","3.698","0.5090174197456085","true"
"3347","7","1","1.5","no-visualization","500","300","500","2.28","3.746","0.5175417993930118","true"
"3345","5","1","1.5","no-visualization","500","300","500","2.02","3.648","0.501662129270711","true"
"3348","8","1","1.5","no-visualization","500","300","500","2.338","3.724","0.5224532009925558","true"
"3350","10","1","1.5","no-visualization","500","300","500","2.574","3.71","0.5171366582687179","true"
"3349","9","1","1.5","no-visualization","500","300","500","2.38","3.764","0.4994699515420499","true"
"3351","1","1","1.6","no-visualization","500","300","500","1","3.55","0.3425025030978933","true"
"3352","2","1","1.6","no-visualization","500","300","500","1.482","3.746","0.3648989672880492","true"
"3353","3","1","1.6","no-visualization","500","300","500","1.826","3.642","0.45831558486975343","true"
"3354","4","1","1.6","no-visualization","500","300","500","1.88","3.784","0.4633949306741228","true"
"3355","5","1","1.6","no-visualization","500","300","500","2.084","3.766","0.4948457758880702","true"
"3357","7","1","1.6","no-visualization","500","300","500","2.268","3.822","0.5069556754244101","true"
"3356","6","1","1.6","no-visualization","500","300","500","2.134","3.826","0.4851406214475183","true"
"3359","9","1","1.6","no-visualization","500","300","500","2.35","3.684","0.5208760959470635","true"
"3358","8","1","1.6","no-visualization","500","300","500","2.33","3.81","0.5108826249480826","true"
"3360","10","1","1.6","no-visualization","500","300","500","2.43","3.786","0.5118012361682538","true"
"3362","2","1","1.7","no-visualization","500","300","500","1.492","3.782","0.3724830317143993","true"
"3361","1","1","1.7","no-visualization","500","300","500","1","3.618","0.339399902520473","true"
"3363","3","1","1.7","no-visualization","500","300","500","1.812","3.638","0.4438415693296981","true"
"3364","4","1","1.7","no-visualization","500","300","500","1.962","3.814","0.48447206807574283","true"
"3366","6","1","1.7","no-visualization","500","300","500","2.164","3.722","0.5085570029493215","true"
"3365","5","1","1.7","no-visualization","500","300","500","2.02","3.872","0.5119603232127996","true"
"3369","9","1","1.7","no-visualization","500","300","500","2.432","3.738","0.5014776120099927","true"
"3368","8","1","1.7","no-visualization","500","300","500","2.312","3.73","0.5149303470665894","true"
"3367","7","1","1.7","no-visualization","500","300","500","2.27","3.776","0.4967977427478779","true"
"3370","10","1","1.7","no-visualization","500","300","500","2.544","3.75","0.5247722522005701","true"
"3372","2","1","1.8","no-visualization","500","300","500","1.48","3.612","0.3638666763225547","true"
"3371","1","1","1.8","no-visualization","500","300","500","1","3.62","0.3453156366019763","true"
"3373","3","1","1.8","no-visualization","500","300","500","1.864","3.796","0.46858710920136365","true"
"3374","4","1","1.8","no-visualization","500","300","500","2.01","3.648","0.48557052567454373","true"
"3375","5","1","1.8","no-visualization","500","300","500","2.07","3.806","0.48880175959010297","true"
"3376","6","1","1.8","no-visualization","500","300","500","2.156","3.606","0.4926658192139586","true"
"3377","7","1","1.8","no-visualization","500","300","500","2.282","3.662","0.5049935614454466","true"
"3378","8","1","1.8","no-visualization","500","300","500","2.282","3.706","0.5016422467152156","true"
"3379","9","1","1.8","no-visualization","500","300","500","2.404","3.688","0.5127330471776229","true"
"3380","10","1","1.8","no-visualization","500","300","500","2.488","3.854","0.5071080056977405","true"
"3381","1","1","1.9","no-visualization","500","300","500","1","3.792","0.33892838324858277","true"
"3382","2","1","1.9","no-visualization","500","300","500","1.498","3.658","0.3600587560905708","true"
"3383","3","1","1.9","no-visualization","500","300","500","1.868","3.746","0.4396532629991318","true"
"3384","4","1","1.9","no-visualization","500","300","500","1.986","3.764","0.4936613612548164","true"
"3385","5","1","1.9","no-visualization","500","300","500","2.096","3.826","0.4916843057819037","true"
"3386","6","1","1.9","no-visualization","500","300","500","2.202","3.876","0.49170122075412","true"
"3387","7","1","1.9","no-visualization","500","300","500","2.226","3.684","0.4970611815860017","true"
"3388","8","1","1.9","no-visualization","500","300","500","2.294","3.936","0.5020286130775206","true"
"3389","9","1","1.9","no-visualization","500","300","500","2.366","3.682","0.488814655695418","true"
"3390","10","1","1.9","no-visualization","500","300","500","2.526","3.794","0.5212214921341523","true"
"3391","1","1","2","no-visualization","500","300","500","1","3.526","0.38702761758765886","true"
"3392","2","1","2","no-visualization","500","300","500","1.45","3.526","0.3958564341641259","true"
"3393","3","1","2","no-visualization","500","300","500","1.902","3.706","0.458384512285927","true"
"3394","4","1","2","no-visualization","500","300","500","2.05","3.596","0.49518596399001197","true"
"3395","5","1","2","no-visualization","500","300","500","2.02","3.698","0.48213095528951866","true"
"3397","7","1","2","no-visualization","500","300","500","2.164","3.752","0.5023406264756803","true"
"3396","6","1","2","no-visualization","500","300","500","2.146","3.786","0.4860957912323969","true"
"3399","9","1","2","no-visualization","500","300","500","2.356","3.714","0.5025595681310503","true"
"3398","8","1","2","no-visualization","500","300","500","2.21","3.91","0.4819556474968969","true"
"3400","10","1","2","no-visualization","500","300","500","2.542","3.834","0.5202570890206354","true"
"3401","1","1","0.1","no-visualization","500","300","500","1","3.596","0.37952075924511797","true"
"3402","2","1","0.1","no-visualization","500","300","500","1.282","3.518","0.39532065481180795","true"
"3403","3","1","0.1","no-visualization","500","300","500","1.538","3.558","0.3925539849061895","true"
"3404","4","1","0.1","no-visualization","500","300","500","1.78","3.632","0.3681505348119956","true"
"3405","5","1","0.1","no-visualization","500","300","500","1.948","3.558","0.37441688320195665","true"
"3406","6","1","0.1","no-visualization","500","300","500","2.2","3.556","0.40613480880701996","true"
"3407","7","1","0.1","no-visualization","500","300","500","2.404","3.57","0.3772375423747587","true"
"3408","8","1","0.1","no-visualization","500","300","500","2.764","3.518","0.3813307346835009","true"
"3410","10","1","0.1","no-visualization","500","300","500","2.99","3.562","0.3791887047758479","true"
"3411","1","1","0.2","no-visualization","500","300","500","1","3.734","0.32381629687806834","true"
"3409","9","1","0.1","no-visualization","500","300","500","2.928","3.596","0.39146915091345935","true"
"3412","2","1","0.2","no-visualization","500","300","500","1.156","3.678","0.31718212753365865","true"
"3414","4","1","0.2","no-visualization","500","300","500","1.472","3.67","0.3452387543252593","true"
"3413","3","1","0.2","no-visualization","500","300","500","1.334","3.834","0.34977387342163163","true"
"3415","5","1","0.2","no-visualization","500","300","500","1.698","3.696","0.354362753294319","true"
"3416","6","1","0.2","no-visualization","500","300","500","1.776","3.756","0.3541170967741933","true"
"3418","8","1","0.2","no-visualization","500","300","500","2.012","3.7","0.3509015696403734","true"
"3417","7","1","0.2","no-visualization","500","300","500","1.85","3.746","0.3455932175954027","true"
"3419","9","1","0.2","no-visualization","500","300","500","2.112","3.734","0.358727942059141","true"
"3420","10","1","0.2","no-visualization","500","300","500","2.192","3.7","0.34620049406327236","true"
"3421","1","1","0.3","no-visualization","500","300","500","1","3.65","0.2241103750170997","true"
"3423","3","1","0.3","no-visualization","500","300","500","1.34","3.578","0.3168310643423715","true"
"3422","2","1","0.3","no-visualization","500","300","500","1.158","3.558","0.2771145472863462","true"
"3424","4","1","0.3","no-visualization","500","300","500","1.48","3.568","0.3257978027227128","true"
"3425","5","1","0.3","no-visualization","500","300","500","1.71","3.646","0.3308243445960424","true"
"3426","6","1","0.3","no-visualization","500","300","500","1.796","3.572","0.3134997920229241","true"
"3428","8","1","0.3","no-visualization","500","300","500","2.178","3.68","0.3104565963246702","true"
"3427","7","1","0.3","no-visualization","500","300","500","1.846","3.578","0.310224449367608","true"
"3429","9","1","0.3","no-visualization","500","300","500","2.234","3.524","0.3173286649759642","true"
"3430","10","1","0.3","no-visualization","500","300","500","2.258","3.686","0.33893640034259165","true"
"3431","1","1","0.4","no-visualization","500","300","500","1","3.5","0.22771813105773273","true"
"3433","3","1","0.4","no-visualization","500","300","500","1.412","3.63","0.35838315636313195","true"
"3432","2","1","0.4","no-visualization","500","300","500","1.232","3.626","0.33011601384834705","true"
"3434","4","1","0.4","no-visualization","500","300","500","1.526","3.512","0.3700887010865708","true"
"3435","5","1","0.4","no-visualization","500","300","500","1.624","3.554","0.38882733391864205","true"
"3436","6","1","0.4","no-visualization","500","300","500","1.798","3.6","0.36965420680796435","true"
"3437","7","1","0.4","no-visualization","500","300","500","1.846","3.662","0.4021622421007072","true"
"3438","8","1","0.4","no-visualization","500","300","500","1.918","3.686","0.38156070346560234","true"
"3439","9","1","0.4","no-visualization","500","300","500","2.136","3.682","0.39840205682543256","true"
"3441","1","1","0.5","no-visualization","500","300","500","1","3.622","0.24738091135362822","true"
"3440","10","1","0.4","no-visualization","500","300","500","2.462","3.66","0.4065652587157361","true"
"3442","2","1","0.5","no-visualization","500","300","500","1.284","3.654","0.39739717614072595","true"
"3443","3","1","0.5","no-visualization","500","300","500","1.446","3.76","0.43387021950265026","true"
"3444","4","1","0.5","no-visualization","500","300","500","1.614","3.726","0.441923515352087","true"
"3445","5","1","0.5","no-visualization","500","300","500","1.694","3.634","0.4596427171029869","true"
"3446","6","1","0.5","no-visualization","500","300","500","1.848","3.694","0.45006978723404256","true"
"3449","9","1","0.5","no-visualization","500","300","500","2.166","3.932","0.4559294172639447","true"
"3448","8","1","0.5","no-visualization","500","300","500","2.06","3.728","0.47884354907843973","true"
"3447","7","1","0.5","no-visualization","500","300","500","1.904","3.742","0.4414407849699552","true"
"3451","1","1","0.6","no-visualization","500","300","500","1","3.716","0.2626180095378586","true"
"3450","10","1","0.5","no-visualization","500","300","500","2.434","3.74","0.45141039790880005","true"
"3452","2","1","0.6","no-visualization","500","300","500","1.446","3.668","0.42423214042051727","true"
"3453","3","1","0.6","no-visualization","500","300","500","1.534","3.702","0.4502039139252506","true"
"3454","4","1","0.6","no-visualization","500","300","500","1.648","3.67","0.4552053399394445","true"
"3455","5","1","0.6","no-visualization","500","300","500","1.784","3.75","0.44614070650477794","true"
"3456","6","1","0.6","no-visualization","500","300","500","1.946","3.728","0.49966679332417485","true"
"3457","7","1","0.6","no-visualization","500","300","500","2.038","3.66","0.49032190255633773","true"
"3458","8","1","0.6","no-visualization","500","300","500","2.018","3.756","0.46807056409687714","true"
"3459","9","1","0.6","no-visualization","500","300","500","2.236","3.75","0.47753245234475533","true"
"3461","1","1","0.7","no-visualization","500","300","500","1","3.636","0.2378512844162652","true"
"3460","10","1","0.6","no-visualization","500","300","500","2.17","3.726","0.46517020448988694","true"
"3462","2","1","0.7","no-visualization","500","300","500","1.496","3.736","0.43682203370294376","true"
"3463","3","1","0.7","no-visualization","500","300","500","1.576","3.572","0.4466770327973693","true"
"3464","4","1","0.7","no-visualization","500","300","500","1.758","3.712","0.46176001235803393","true"
"3466","6","1","0.7","no-visualization","500","300","500","1.958","3.62","0.4714107758712641","true"
"3465","5","1","0.7","no-visualization","500","300","500","1.818","3.746","0.45912543741771816","true"
"3467","7","1","0.7","no-visualization","500","300","500","1.986","3.634","0.4733973667226021","true"
"3468","8","1","0.7","no-visualization","500","300","500","2.172","3.712","0.4786300171149634","true"
"3469","9","1","0.7","no-visualization","500","300","500","2.236","3.72","0.48703411606374547","true"
"3470","10","1","0.7","no-visualization","500","300","500","2.33","3.646","0.46671881558142886","true"
"3471","1","1","0.8","no-visualization","500","300","500","1","3.436","0.25996288507558113","true"
"3472","2","1","0.8","no-visualization","500","300","500","1.398","3.662","0.36945353554265703","true"
"3475","5","1","0.8","no-visualization","500","300","500","1.772","3.734","0.4505925678012427","true"
"3473","3","1","0.8","no-visualization","500","300","500","1.59","3.468","0.42812859221930216","true"
"3474","4","1","0.8","no-visualization","500","300","500","1.688","3.772","0.4397604685997899","true"
"3476","6","1","0.8","no-visualization","500","300","500","1.928","3.644","0.46327030090799903","true"
"3477","7","1","0.8","no-visualization","500","300","500","1.878","3.576","0.45374598513766906","true"
"3478","8","1","0.8","no-visualization","500","300","500","2.148","3.682","0.4680739592004289","true"
"3479","9","1","0.8","no-visualization","500","300","500","2.132","3.592","0.46680931777252876","true"
"3481","1","1","0.9","no-visualization","500","300","500","1","3.486","0.284354306952974","true"
"3482","2","1","0.9","no-visualization","500","300","500","1.45","3.464","0.36640236197371084","true"
"3483","3","1","0.9","no-visualization","500","300","500","1.614","3.584","0.44295953230435076","true"
"3480","10","1","0.8","no-visualization","500","300","500","2.336","3.73","0.471761917012753","true"
"3484","4","1","0.9","no-visualization","500","300","500","1.728","3.646","0.43543689381270906","true"
"3485","5","1","0.9","no-visualization","500","300","500","1.846","3.71","0.44605812710679965","true"
"3486","6","1","0.9","no-visualization","500","300","500","1.944","3.574","0.4607929298244645","true"
"3487","7","1","0.9","no-visualization","500","300","500","1.912","3.652","0.44154293295486063","true"
"3488","8","1","0.9","no-visualization","500","300","500","2.132","3.63","0.4557420282118146","true"
"3489","9","1","0.9","no-visualization","500","300","500","2.27","3.628","0.48228598993723737","true"
"3491","1","1","1","no-visualization","500","300","500","1","3.684","0.33160434716981146","true"
"3490","10","1","0.9","no-visualization","500","300","500","2.236","3.628","0.4546835806408312","true"
"3492","2","1","1","no-visualization","500","300","500","1.436","3.62","0.366320039228506","true"
"3493","3","1","1","no-visualization","500","300","500","1.648","3.736","0.442377923475878","true"
"3494","4","1","1","no-visualization","500","300","500","1.76","3.57","0.45289610326588026","true"
"3495","5","1","1","no-visualization","500","300","500","1.872","3.644","0.45806229191279113","true"
"3497","7","1","1","no-visualization","500","300","500","2.008","3.648","0.48929549432414865","true"
"3498","8","1","1","no-visualization","500","300","500","2.174","3.574","0.4718706512545815","true"
"3496","6","1","1","no-visualization","500","300","500","1.91","3.634","0.45719553429027154","true"
"3500","10","1","1","no-visualization","500","300","500","2.222","3.718","0.4725526752503576","true"
"3499","9","1","1","no-visualization","500","300","500","2.264","3.598","0.48164806499893115","true"
"3501","1","1","1.1","no-visualization","500","300","500","1","3.76","0.32162884953859017","true"
"3503","3","1","1.1","no-visualization","500","300","500","1.652","3.68","0.43127637601466345","true"
"3502","2","1","1.1","no-visualization","500","300","500","1.428","3.642","0.3793440728974354","true"
"3504","4","1","1.1","no-visualization","500","300","500","1.68","3.66","0.43602693090220085","true"
"3505","5","1","1.1","no-visualization","500","300","500","1.92","3.648","0.4625450211583846","true"
"3506","6","1","1.1","no-visualization","500","300","500","1.914","3.686","0.45441294599130655","true"
"3507","7","1","1.1","no-visualization","500","300","500","2.068","3.656","0.46747973769819323","true"
"3508","8","1","1.1","no-visualization","500","300","500","2.11","3.634","0.4803452132857666","true"
"3509","9","1","1.1","no-visualization","500","300","500","2.382","3.622","0.4871026250243909","true"
"3510","10","1","1.1","no-visualization","500","300","500","2.186","3.784","0.47202791241663955","true"
"3511","1","1","1.2","no-visualization","500","300","500","1","3.556","0.34362205251468014","true"
"3512","2","1","1.2","no-visualization","500","300","500","1.446","3.53","0.37062854429965275","true"
"3513","3","1","1.2","no-visualization","500","300","500","1.578","3.69","0.4267461586620158","true"
"3514","4","1","1.2","no-visualization","500","300","500","1.81","3.686","0.44089720412455763","true"
"3515","5","1","1.2","no-visualization","500","300","500","1.884","3.538","0.469222728769091","true"
"3516","6","1","1.2","no-visualization","500","300","500","1.944","3.754","0.46471064010845","true"
"3517","7","1","1.2","no-visualization","500","300","500","2.104","3.648","0.46886045333927484","true"
"3518","8","1","1.2","no-visualization","500","300","500","2.25","3.694","0.48508017906307127","true"
"3519","9","1","1.2","no-visualization","500","300","500","2.292","3.602","0.47755676758912097","true"
"3520","10","1","1.2","no-visualization","500","300","500","2.302","3.722","0.4698098964179196","true"
"3521","1","1","1.3","no-visualization","500","300","500","1","3.5","0.31428297262004196","true"
"3522","2","1","1.3","no-visualization","500","300","500","1.482","3.61","0.3766888914945694","true"
"3523","3","1","1.3","no-visualization","500","300","500","1.702","3.714","0.44935353058836847","true"
"3524","4","1","1.3","no-visualization","500","300","500","1.812","3.678","0.470753808339899","true"
"3525","5","1","1.3","no-visualization","500","300","500","1.95","3.752","0.4806684914137934","true"
"3526","6","1","1.3","no-visualization","500","300","500","2.028","3.718","0.4826982587437008","true"
"3527","7","1","1.3","no-visualization","500","300","500","2.168","3.838","0.4769992741350108","true"
"3528","8","1","1.3","no-visualization","500","300","500","2.158","3.724","0.481324570124759","true"
"3530","10","1","1.3","no-visualization","500","300","500","2.378","3.55","0.4922662482032096","true"
"3529","9","1","1.3","no-visualization","500","300","500","2.168","3.58","0.4916586029358941","true"
"3531","1","1","1.4","no-visualization","500","300","500","1","3.626","0.3254146439077101","true"
"3532","2","1","1.4","no-visualization","500","300","500","1.46","3.626","0.3811092492377003","true"
"3534","4","1","1.4","no-visualization","500","300","500","1.866","3.734","0.47650707778061946","true"
"3533","3","1","1.4","no-visualization","500","300","500","1.876","3.742","0.4631133687022618","true"
"3535","5","1","1.4","no-visualization","500","300","500","2.002","3.672","0.503936473125017","true"
"3536","6","1","1.4","no-visualization","500","300","500","2.05","3.684","0.5063421646199562","true"
"3537","7","1","1.4","no-visualization","500","300","500","2.152","3.66","0.49418672538779307","true"
"3539","9","1","1.4","no-visualization","500","300","500","2.298","3.684","0.5110947123990128","true"
"3538","8","1","1.4","no-visualization","500","300","500","2.362","3.698","0.5007324056142315","true"
"3541","1","1","1.5","no-visualization","500","300","500","1","3.452","0.3425169315160771","true"
"3542","2","1","1.5","no-visualization","500","300","500","1.462","3.64","0.35919508467322836","true"
"3540","10","1","1.4","no-visualization","500","300","500","2.534","3.572","0.5127779955465713","true"
"3543","3","1","1.5","no-visualization","500","300","500","1.858","3.706","0.4701562098304455","true"
"3544","4","1","1.5","no-visualization","500","300","500","1.972","3.83","0.48245604359240224","true"
"3545","5","1","1.5","no-visualization","500","300","500","2.034","3.706","0.4854887086591231","true"
"3546","6","1","1.5","no-visualization","500","300","500","2.066","3.714","0.4826892070637926","true"
"3547","7","1","1.5","no-visualization","500","300","500","2.27","3.728","0.5059644182951597","true"
"3548","8","1","1.5","no-visualization","500","300","500","2.176","3.608","0.5047393073067675","true"
"3551","1","1","1.6","no-visualization","500","300","500","1","3.54","0.3277784108109717","true"
"3549","9","1","1.5","no-visualization","500","300","500","2.546","3.734","0.5286536049762013","true"
"3550","10","1","1.5","no-visualization","500","300","500","2.528","3.664","0.5318067857571029","true"
"3552","2","1","1.6","no-visualization","500","300","500","1.434","3.684","0.36676016589710136","true"
"3553","3","1","1.6","no-visualization","500","300","500","1.85","3.666","0.46464053416717777","true"
"3554","4","1","1.6","no-visualization","500","300","500","1.932","3.724","0.4751449740676713","true"
"3555","5","1","1.6","no-visualization","500","300","500","2.042","3.764","0.4959415903097485","true"
"3556","6","1","1.6","no-visualization","500","300","500","2.168","3.76","0.5157204372763371","true"
"3557","7","1","1.6","no-visualization","500","300","500","2.134","3.782","0.5002521124270815","true"
"3558","8","1","1.6","no-visualization","500","300","500","2.346","3.686","0.5057792067770501","true"
"3560","10","1","1.6","no-visualization","500","300","500","2.428","3.71","0.5108468588232923","true"
"3559","9","1","1.6","no-visualization","500","300","500","2.326","3.78","0.5017217042682344","true"
"3562","2","1","1.7","no-visualization","500","300","500","1.468","3.626","0.35626957362520073","true"
"3561","1","1","1.7","no-visualization","500","300","500","1","3.584","0.3313124395174817","true"
"3563","3","1","1.7","no-visualization","500","300","500","1.854","3.694","0.4533962832307706","true"
"3564","4","1","1.7","no-visualization","500","300","500","2.022","3.72","0.48281463798413055","true"
"3565","5","1","1.7","no-visualization","500","300","500","2.072","3.78","0.4991860211105585","true"
"3567","7","1","1.7","no-visualization","500","300","500","2.28","3.776","0.5129893026941361","true"
"3566","6","1","1.7","no-visualization","500","300","500","2.004","3.684","0.5036796579723806","true"
"3569","9","1","1.7","no-visualization","500","300","500","2.378","3.622","0.5099869550782314","true"
