"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
".Sugarscape 3 Wealth Distribution.tmp.nlogo"
"meta vs growth"
"02/25/2024 22:08:12:429 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","max-meta","min-meta","sugar-growback-rate","visualization","initial-population","[step]","count turtles","mean [metabolism] of turtles","mean [vision] of turtles","(gini-index-reserve / count turtles) * 2","max-meta >= min-meta"
"5036","6","1","2","no-visualization","500","300","500","2.118","3.816","0.5031670068027212","true"
"5037","7","1","2","no-visualization","500","300","500","2.234","3.74","0.50191062049319","true"
"5035","5","1","2","no-visualization","500","300","500","2.106","3.718","0.49726201789306956","true"
"5038","8","1","2","no-visualization","500","300","500","2.35","3.748","0.5386790973049863","true"
"5039","9","1","2","no-visualization","500","300","500","2.394","3.686","0.5091219892566281","true"
"5041","1","1","0.25","no-visualization","500","300","500","1","3.712","0.2426421035754367","true"
"5040","10","1","2","no-visualization","500","300","500","2.584","3.694","0.5066273339662736","true"
"5042","2","1","0.25","no-visualization","500","300","500","1.166","3.72","0.2692940948942755","true"
"5043","3","1","0.25","no-visualization","500","300","500","1.348","3.596","0.29856309865063263","true"
"5044","4","1","0.25","no-visualization","500","300","500","1.478","3.55","0.2892596123514772","true"
"5045","5","1","0.25","no-visualization","500","300","500","1.654","3.586","0.3086251263537908","true"
"5046","6","1","0.25","no-visualization","500","300","500","1.754","3.52","0.29282376281274153","true"
"5047","7","1","0.25","no-visualization","500","300","500","1.868","3.592","0.3274780542146304","true"
"5048","8","1","0.25","no-visualization","500","300","500","1.938","3.472","0.31464083626860584","true"
"5049","9","1","0.25","no-visualization","500","300","500","2.122","3.682","0.32623623939325713","true"
"5050","10","1","0.25","no-visualization","500","300","500","2.098","3.604","0.3177824176622239","true"
"5051","1","1","0.5","no-visualization","500","300","500","1","3.678","0.2491265564202335","true"
"5052","2","1","0.5","no-visualization","500","300","500","1.334","3.67","0.406054886697233","true"
"5053","3","1","0.5","no-visualization","500","300","500","1.52","3.838","0.43272864210293177","true"
"5054","4","1","0.5","no-visualization","500","300","500","1.606","3.622","0.43814563287141994","true"
"5055","5","1","0.5","no-visualization","500","300","500","1.706","3.668","0.44845012748203666","true"
"5056","6","1","0.5","no-visualization","500","300","500","1.852","3.708","0.45557905913100294","true"
"5057","7","1","0.5","no-visualization","500","300","500","1.976","3.664","0.4751766207859568","true"
"5058","8","1","0.5","no-visualization","500","300","500","2.124","3.744","0.4677661296917166","true"
"5059","9","1","0.5","no-visualization","500","300","500","2.06","3.684","0.45446344297103497","true"
"5060","10","1","0.5","no-visualization","500","300","500","2.244","3.72","0.45003000438893986","true"
"5062","2","1","0.75","no-visualization","500","300","500","1.466","3.72","0.3982073393041133","true"
"5061","1","1","0.75","no-visualization","500","300","500","1","3.574","0.2677936618250054","true"
"5063","3","1","0.75","no-visualization","500","300","500","1.606","3.702","0.43678081501061944","true"
"5064","4","1","0.75","no-visualization","500","300","500","1.748","3.666","0.4406375556970079","true"
"5065","5","1","0.75","no-visualization","500","300","500","1.906","3.694","0.4526878870613304","true"
"5066","6","1","0.75","no-visualization","500","300","500","1.9","3.692","0.46371168925901163","true"
"5067","7","1","0.75","no-visualization","500","300","500","2.078","3.596","0.46494134562943157","true"
"5068","8","1","0.75","no-visualization","500","300","500","2.01","3.534","0.4575995748804353","true"
"5069","9","1","0.75","no-visualization","500","300","500","2.132","3.578","0.45811762708201464","true"
"5071","1","1","1","no-visualization","500","300","500","1","3.542","0.321708966278428","true"
"5072","2","1","1","no-visualization","500","300","500","1.462","3.64","0.38460950250611003","true"
"5073","3","1","1","no-visualization","500","300","500","1.698","3.622","0.446796334210783","true"
"5074","4","1","1","no-visualization","500","300","500","1.758","3.702","0.44595639267069276","true"
"5075","5","1","1","no-visualization","500","300","500","1.924","3.61","0.46783659674910166","true"
"5070","10","1","0.75","no-visualization","500","300","500","2.23","3.676","0.4521713970790857","true"
"5076","6","1","1","no-visualization","500","300","500","1.968","3.734","0.4707694366982711","true"
"5077","7","1","1","no-visualization","500","300","500","2.108","3.634","0.4728444112787168","true"
"5078","8","1","1","no-visualization","500","300","500","2.098","3.728","0.4836202663337498","true"
"5079","9","1","1","no-visualization","500","300","500","2.234","3.732","0.47510202965151266","true"
"5080","10","1","1","no-visualization","500","300","500","2.258","3.584","0.4791435369575336","true"
"5081","1","1","1.25","no-visualization","500","300","500","1","3.504","0.33805465487948866","true"
"5082","2","1","1.25","no-visualization","500","300","500","1.432","3.672","0.3894288878916062","true"
"5084","4","1","1.25","no-visualization","500","300","500","1.808","3.86","0.45883253773084537","true"
"5083","3","1","1.25","no-visualization","500","300","500","1.698","3.66","0.43271697596384306","true"
"5085","5","1","1.25","no-visualization","500","300","500","1.936","3.556","0.4657450322445344","true"
"5086","6","1","1.25","no-visualization","500","300","500","1.982","3.618","0.4785608411855842","true"
"5087","7","1","1.25","no-visualization","500","300","500","2.142","3.606","0.49254713713462317","true"
"5088","8","1","1.25","no-visualization","500","300","500","2.114","3.666","0.4812204671422102","true"
"5089","9","1","1.25","no-visualization","500","300","500","2.32","3.704","0.4909368367085357","true"
"5090","10","1","1.25","no-visualization","500","300","500","2.428","3.66","0.49074925039386114","true"
"5091","1","1","1.5","no-visualization","500","300","500","1","3.532","0.3577322905250575","true"
"5092","2","1","1.5","no-visualization","500","300","500","1.464","3.61","0.3624853181832219","true"
"5093","3","1","1.5","no-visualization","500","300","500","1.858","3.838","0.47293367873550407","true"
"5094","4","1","1.5","no-visualization","500","300","500","1.938","3.716","0.4664655519605406","true"
"5095","5","1","1.5","no-visualization","500","300","500","2.194","3.818","0.5132948988246696","true"
"5096","6","1","1.5","no-visualization","500","300","500","2.172","3.62","0.496889079459976","true"
"5097","7","1","1.5","no-visualization","500","300","500","2.204","3.742","0.5012604030602725","true"
"5098","8","1","1.5","no-visualization","500","300","500","2.312","3.822","0.5014023969319269","true"
"5099","9","1","1.5","no-visualization","500","300","500","2.402","3.782","0.5191746413883033","true"
"5101","1","1","1.75","no-visualization","500","300","500","1","3.624","0.3433512304250557","true"
"5102","2","1","1.75","no-visualization","500","300","500","1.48","3.58","0.38547101608325457","true"
"5100","10","1","1.5","no-visualization","500","300","500","2.56","3.792","0.5115836095810177","true"
"5103","3","1","1.75","no-visualization","500","300","500","1.834","3.666","0.46293198797511703","true"
"5104","4","1","1.75","no-visualization","500","300","500","2.002","3.736","0.48131412305851806","true"
"5106","6","1","1.75","no-visualization","500","300","500","2.196","3.716","0.49630675082093023","true"
"5105","5","1","1.75","no-visualization","500","300","500","2.054","3.636","0.4882029676857098","true"
"5107","7","1","1.75","no-visualization","500","300","500","2.164","3.762","0.49656416103850565","true"
"5108","8","1","1.75","no-visualization","500","300","500","2.308","3.682","0.5154296195268777","true"
"5109","9","1","1.75","no-visualization","500","300","500","2.406","3.826","0.49916171243576135","true"
"5111","1","1","2","no-visualization","500","300","500","1","3.522","0.38299022643700403","true"
"5112","2","1","2","no-visualization","500","300","500","1.428","3.612","0.4177361050455643","true"
"5110","10","1","1.75","no-visualization","500","300","500","2.592","3.712","0.5342142497698672","true"
"5113","3","1","2","no-visualization","500","300","500","1.842","3.63","0.46266101501615664","true"
"5114","4","1","2","no-visualization","500","300","500","1.922","3.758","0.4838269557021677","true"
"5115","5","1","2","no-visualization","500","300","500","2.14","3.836","0.49213039236479333","true"
"5116","6","1","2","no-visualization","500","300","500","2.174","3.706","0.5133602539234698","true"
"5117","7","1","2","no-visualization","500","300","500","2.288","3.71","0.511116588590692","true"
"5118","8","1","2","no-visualization","500","300","500","2.302","3.786","0.505560568230736","true"
"5119","9","1","2","no-visualization","500","300","500","2.408","3.856","0.5335222743778225","true"
"5120","10","1","2","no-visualization","500","300","500","2.494","3.738","0.5121291496134606","true"
"5121","1","1","0.25","no-visualization","500","300","500","1","3.536","0.23033356488790668","true"
"5122","2","1","0.25","no-visualization","500","300","500","1.17","3.616","0.28490023445428087","true"
"5123","3","1","0.25","no-visualization","500","300","500","1.34","3.674","0.2922190026246717","true"
"5124","4","1","0.25","no-visualization","500","300","500","1.46","3.626","0.2933800629590765","true"
"5125","5","1","0.25","no-visualization","500","300","500","1.506","3.564","0.29921689182001926","true"
"5127","7","1","0.25","no-visualization","500","300","500","1.922","3.594","0.3207076806372084","true"
"5126","6","1","0.25","no-visualization","500","300","500","1.686","3.534","0.307816712951275","true"
"5129","9","1","0.25","no-visualization","500","300","500","2.034","3.62","0.3155707776313313","true"
"5130","10","1","0.25","no-visualization","500","300","500","2.296","3.56","0.3104428805004621","true"
"5131","1","1","0.5","no-visualization","500","300","500","1","3.65","0.2509780110980635","true"
"5128","8","1","0.25","no-visualization","500","300","500","1.918","3.486","0.300937735179269","true"
"5132","2","1","0.5","no-visualization","500","300","500","1.346","3.702","0.4108439740525777","true"
"5133","3","1","0.5","no-visualization","500","300","500","1.492","3.742","0.4258581644815255","true"
"5134","4","1","0.5","no-visualization","500","300","500","1.562","3.82","0.4343658164215234","true"
"5135","5","1","0.5","no-visualization","500","300","500","1.692","3.816","0.44535073690812177","true"
"5136","6","1","0.5","no-visualization","500","300","500","1.904","3.75","0.4543876094712947","true"
"5138","8","1","0.5","no-visualization","500","300","500","2.11","3.666","0.473953278382968","true"
"5137","7","1","0.5","no-visualization","500","300","500","2.036","3.702","0.45094546643774014","true"
"5140","10","1","0.5","no-visualization","500","300","500","2.16","3.662","0.456341574569899","true"
"5139","9","1","0.5","no-visualization","500","300","500","2.14","3.738","0.46130314182776117","true"
"5141","1","1","0.75","no-visualization","500","300","500","1","3.524","0.25713410741465564","true"
"5142","2","1","0.75","no-visualization","500","300","500","1.502","3.778","0.416392390968971","true"
"5143","3","1","0.75","no-visualization","500","300","500","1.602","3.548","0.4303994068820028","true"
"5144","4","1","0.75","no-visualization","500","300","500","1.778","3.486","0.4563946739948309","true"
"5146","6","1","0.75","no-visualization","500","300","500","1.89","3.612","0.471337672955005","true"
"5145","5","1","0.75","no-visualization","500","300","500","1.84","3.718","0.45052864083876776","true"
"5147","7","1","0.75","no-visualization","500","300","500","1.966","3.576","0.445284089128459","true"
"5149","9","1","0.75","no-visualization","500","300","500","2.244","3.658","0.458834215337246","true"
"5148","8","1","0.75","no-visualization","500","300","500","2.168","3.54","0.4909165048543688","true"
"5150","10","1","0.75","no-visualization","500","300","500","2.286","3.646","0.46924640510117777","true"
"5151","1","1","1","no-visualization","500","300","500","1","3.606","0.3120961787184006","true"
"5152","2","1","1","no-visualization","500","300","500","1.458","3.518","0.3896666527073998","true"
"5153","3","1","1","no-visualization","500","300","500","1.694","3.466","0.4492390262977808","true"
"5154","4","1","1","no-visualization","500","300","500","1.754","3.558","0.4539418443359879","true"
"5155","5","1","1","no-visualization","500","300","500","1.86","3.586","0.4652648528595225","true"
"5156","6","1","1","no-visualization","500","300","500","1.924","3.744","0.45475136260033694","true"
"5157","7","1","1","no-visualization","500","300","500","2.038","3.548","0.4731865987205898","true"
"5158","8","1","1","no-visualization","500","300","500","2.074","3.67","0.47701385997867696","true"
"5159","9","1","1","no-visualization","500","300","500","2.282","3.596","0.49523449181076346","true"
"5160","10","1","1","no-visualization","500","300","500","2.366","3.718","0.47752223634053403","true"
"5161","1","1","1.25","no-visualization","500","300","500","1","3.71","0.3245401779680908","true"
"5162","2","1","1.25","no-visualization","500","300","500","1.496","3.734","0.37196946373295425","true"
"5163","3","1","1.25","no-visualization","500","300","500","1.716","3.628","0.4530536135019475","true"
"5164","4","1","1.25","no-visualization","500","300","500","1.764","3.624","0.4521450353291187","true"
"5166","6","1","1.25","no-visualization","500","300","500","1.93","3.588","0.47090232259249076","true"
"5167","7","1","1.25","no-visualization","500","300","500","2.168","3.72","0.49230362618400325","true"
"5168","8","1","1.25","no-visualization","500","300","500","2.206","3.6","0.5025674043754049","true"
"5165","5","1","1.25","no-visualization","500","300","500","1.854","3.73","0.47747933865079223","true"
"5171","1","1","1.5","no-visualization","500","300","500","1","3.602","0.3397514608492399","true"
"5169","9","1","1.25","no-visualization","500","300","500","2.274","3.656","0.5070045836622213","true"
"5170","10","1","1.25","no-visualization","500","300","500","2.412","3.788","0.4820415658213196","true"
"5172","2","1","1.5","no-visualization","500","300","500","1.46","3.596","0.3809731660767008","true"
"5173","3","1","1.5","no-visualization","500","300","500","1.854","3.766","0.44545255225765074","true"
"5174","4","1","1.5","no-visualization","500","300","500","1.916","3.652","0.4788434081873857","true"
"5175","5","1","1.5","no-visualization","500","300","500","2.018","3.698","0.5043293499947494","true"
"5177","7","1","1.5","no-visualization","500","300","500","2.222","3.752","0.47909012322972216","true"
"5176","6","1","1.5","no-visualization","500","300","500","2.198","3.784","0.5118171108536113","true"
"5178","8","1","1.5","no-visualization","500","300","500","2.306","3.772","0.5122998765549333","true"
"5179","9","1","1.5","no-visualization","500","300","500","2.396","3.712","0.524009590341503","true"
"5180","10","1","1.5","no-visualization","500","300","500","2.58","3.82","0.5236917977685445","true"
"5181","1","1","1.75","no-visualization","500","300","500","1","3.538","0.33474474197552734","true"
"5182","2","1","1.75","no-visualization","500","300","500","1.474","3.564","0.36790781557179425","true"
"5183","3","1","1.75","no-visualization","500","300","500","1.928","3.768","0.4784305008624335","true"
"5184","4","1","1.75","no-visualization","500","300","500","1.932","3.708","0.48422324371205555","true"
"5187","7","1","1.75","no-visualization","500","300","500","2.262","3.71","0.5035862459046134","true"
"5186","6","1","1.75","no-visualization","500","300","500","2.102","3.818","0.497729774602007","true"
"5185","5","1","1.75","no-visualization","500","300","500","2.014","3.894","0.4757399712206387","true"
"5188","8","1","1.75","no-visualization","500","300","500","2.286","3.758","0.5040032737816856","true"
"5189","9","1","1.75","no-visualization","500","300","500","2.654","3.778","0.5233208172843911","true"
"5190","10","1","1.75","no-visualization","500","300","500","2.418","3.732","0.5001609285277945","true"
"5191","1","1","2","no-visualization","500","300","500","1","3.678","0.38144967999257967","true"
"5192","2","1","2","no-visualization","500","300","500","1.454","3.696","0.41647422554555164","true"
"5193","3","1","2","no-visualization","500","300","500","1.888","3.772","0.4606124840960789","true"
"5194","4","1","2","no-visualization","500","300","500","2.004","3.716","0.4837339933723357","true"
"5196","6","1","2","no-visualization","500","300","500","2.228","3.622","0.4960102288021532","true"
"5195","5","1","2","no-visualization","500","300","500","1.95","3.704","0.49625731388584443","true"
"5197","7","1","2","no-visualization","500","300","500","2.29","3.718","0.5151022246239756","true"
"5198","8","1","2","no-visualization","500","300","500","2.324","3.834","0.5035732287407163","true"
"5199","9","1","2","no-visualization","500","300","500","2.392","3.688","0.49233148983238323","true"
"5200","10","1","2","no-visualization","500","300","500","2.664","3.712","0.5146177636029765","true"
"5201","1","1","0.25","no-visualization","500","300","500","1","3.512","0.24677286229916617","true"
"5202","2","1","0.25","no-visualization","500","300","500","1.182","3.704","0.2687523071244","true"
"5203","3","1","0.25","no-visualization","500","300","500","1.326","3.558","0.2884464632030211","true"
"5204","4","1","0.25","no-visualization","500","300","500","1.476","3.618","0.3139186505038703","true"
"5205","5","1","0.25","no-visualization","500","300","500","1.526","3.562","0.29846826456737185","true"
"5207","7","1","0.25","no-visualization","500","300","500","1.794","3.578","0.31753592530454444","true"
"5206","6","1","0.25","no-visualization","500","300","500","1.752","3.584","0.31000715896481373","true"
"5208","8","1","0.25","no-visualization","500","300","500","2.004","3.528","0.3335246991888675","true"
"5209","9","1","0.25","no-visualization","500","300","500","2.302","3.656","0.3362999249812453","true"
"5210","10","1","0.25","no-visualization","500","300","500","2.23","3.71","0.3086551395706649","true"
"5211","1","1","0.5","no-visualization","500","300","500","1","3.544","0.25989912594927644","true"
"5214","4","1","0.5","no-visualization","500","300","500","1.642","3.876","0.4443566077795135","true"
"5213","3","1","0.5","no-visualization","500","300","500","1.472","3.764","0.4196994711342873","true"
"5212","2","1","0.5","no-visualization","500","300","500","1.322","3.72","0.39719227441071675","true"
"5215","5","1","0.5","no-visualization","500","300","500","1.748","3.746","0.45481334392374884","true"
"5216","6","1","0.5","no-visualization","500","300","500","1.912","3.748","0.45801531517007904","true"
"5217","7","1","0.5","no-visualization","500","300","500","2.012","3.802","0.47836901668941834","true"
"5218","8","1","0.5","no-visualization","500","300","500","2.014","3.722","0.46288860673776855","true"
"5219","9","1","0.5","no-visualization","500","300","500","2.122","3.78","0.4518349540277726","true"
"5221","1","1","0.75","no-visualization","500","300","500","1","3.534","0.26568746895074974","true"
"5220","10","1","0.5","no-visualization","500","300","500","2.178","3.628","0.4373121262153734","true"
"5223","3","1","0.75","no-visualization","500","300","500","1.602","3.648","0.41747358348912866","true"
"5222","2","1","0.75","no-visualization","500","300","500","1.438","3.692","0.39427988199341163","true"
"5224","4","1","0.75","no-visualization","500","300","500","1.694","3.812","0.4394661122921095","true"
"5225","5","1","0.75","no-visualization","500","300","500","1.818","3.67","0.45085971576892214","true"
"5226","6","1","0.75","no-visualization","500","300","500","2.002","3.69","0.46743497609476076","true"
"5227","7","1","0.75","no-visualization","500","300","500","1.96","3.51","0.4594620151969664","true"
"5228","8","1","0.75","no-visualization","500","300","500","2.08","3.74","0.47631015182491493","true"
"5229","9","1","0.75","no-visualization","500","300","500","2.178","3.632","0.47151522362560233","true"
"5230","10","1","0.75","no-visualization","500","300","500","2.312","3.764","0.46915909420114904","true"
"5232","2","1","1","no-visualization","500","300","500","1.452","3.694","0.3780575432196015","true"
"5231","1","1","1","no-visualization","500","300","500","1","3.57","0.3222666108235855","true"
"5233","3","1","1","no-visualization","500","300","500","1.696","3.67","0.4564997596384965","true"
"5234","4","1","1","no-visualization","500","300","500","1.774","3.774","0.4627174441976093","true"
"5235","5","1","1","no-visualization","500","300","500","1.862","3.74","0.46701074721132796","true"
"5236","6","1","1","no-visualization","500","300","500","1.964","3.758","0.47585673541026774","true"
"5237","7","1","1","no-visualization","500","300","500","2.08","3.612","0.47312817418965614","true"
"5238","8","1","1","no-visualization","500","300","500","2.088","3.654","0.47011005983736526","true"
"5239","9","1","1","no-visualization","500","300","500","2.374","3.662","0.4877330444203685","true"
"5241","1","1","1.25","no-visualization","500","300","500","1","3.814","0.31851393033438413","true"
"5240","10","1","1","no-visualization","500","300","500","2.284","3.822","0.4780299846909148","true"
"5242","2","1","1.25","no-visualization","500","300","500","1.428","3.58","0.38348526927035764","true"
"5243","3","1","1.25","no-visualization","500","300","500","1.618","3.788","0.42648853554556976","true"
"5244","4","1","1.25","no-visualization","500","300","500","1.826","3.784","0.4562134288361843","true"
"5245","5","1","1.25","no-visualization","500","300","500","1.832","3.754","0.44476274408982797","true"
"5246","6","1","1.25","no-visualization","500","300","500","2.056","3.636","0.47197955923795176","true"
"5247","7","1","1.25","no-visualization","500","300","500","2.118","3.728","0.4621909290606022","true"
"5248","8","1","1.25","no-visualization","500","300","500","2.208","3.828","0.48094106646943074","true"
"5250","10","1","1.25","no-visualization","500","300","500","2.268","3.704","0.48930603644787235","true"
"5249","9","1","1.25","no-visualization","500","300","500","2.268","3.664","0.46057799943150973","true"
"5251","1","1","1.5","no-visualization","500","300","500","1","3.584","0.32338218620582654","true"
"5253","3","1","1.5","no-visualization","500","300","500","1.86","3.64","0.4854362472629276","true"
"5252","2","1","1.5","no-visualization","500","300","500","1.444","3.716","0.3705147306397305","true"
"5255","5","1","1.5","no-visualization","500","300","500","2.08","3.798","0.5087030965391622","true"
"5254","4","1","1.5","no-visualization","500","300","500","1.924","3.796","0.47721983266191476","true"
"5256","6","1","1.5","no-visualization","500","300","500","2.14","3.71","0.5035426708980185","true"
"5257","7","1","1.5","no-visualization","500","300","500","2.228","3.852","0.49944033732841403","true"
"5259","9","1","1.5","no-visualization","500","300","500","2.288","3.65","0.5012780704722315","true"
"5258","8","1","1.5","no-visualization","500","300","500","2.438","3.8","0.5151092958137597","true"
"5261","1","1","1.75","no-visualization","500","300","500","1","3.564","0.35117558233897395","true"
"5260","10","1","1.5","no-visualization","500","300","500","2.446","3.68","0.5110595060500575","true"
"5262","2","1","1.75","no-visualization","500","300","500","1.496","3.694","0.3810374597434881","true"
"5263","3","1","1.75","no-visualization","500","300","500","1.842","3.762","0.4390420732965771","true"
"5264","4","1","1.75","no-visualization","500","300","500","2.008","3.668","0.47716412848380746","true"
"5265","5","1","1.75","no-visualization","500","300","500","2.06","3.814","0.49142861779821456","true"
"5266","6","1","1.75","no-visualization","500","300","500","2.168","3.82","0.5023913531976091","true"
"5268","8","1","1.75","no-visualization","500","300","500","2.36","3.772","0.5070394924436836","true"
"5269","9","1","1.75","no-visualization","500","300","500","2.424","3.676","0.5009423646918025","true"
"5267","7","1","1.75","no-visualization","500","300","500","2.23","3.74","0.49532050437151304","true"
"5270","10","1","1.75","no-visualization","500","300","500","2.528","3.706","0.49947966839468894","true"
"5271","1","1","2","no-visualization","500","300","500","1","3.586","0.3999301295242708","true"
"5272","2","1","2","no-visualization","500","300","500","1.448","3.622","0.4024356897398135","true"
"5273","3","1","2","no-visualization","500","300","500","1.828","3.63","0.45648226027892186","true"
"5274","4","1","2","no-visualization","500","300","500","1.908","3.754","0.48600045929498226","true"
"5276","6","1","2","no-visualization","500","300","500","2.192","3.726","0.5149840853445261","true"
"5275","5","1","2","no-visualization","500","300","500","2.17","3.756","0.4947700931279512","true"
"5277","7","1","2","no-visualization","500","300","500","2.208","3.688","0.4935793940422643","true"
"5278","8","1","2","no-visualization","500","300","500","2.418","3.604","0.5008670847281818","true"
"5279","9","1","2","no-visualization","500","300","500","2.388","3.73","0.5049543435778999","true"
"5280","10","1","2","no-visualization","500","300","500","2.572","3.628","0.5301821459064604","true"
"5281","1","1","0.25","no-visualization","500","300","500","1","3.644","0.252863632038065","true"
"5282","2","1","0.25","no-visualization","500","300","500","1.154","3.56","0.29723199443575044","true"
"5283","3","1","0.25","no-visualization","500","300","500","1.328","3.56","0.28163541666666675","true"
"5284","4","1","0.25","no-visualization","500","300","500","1.438","3.58","0.2891044386422973","true"
"5286","6","1","0.25","no-visualization","500","300","500","1.784","3.528","0.31531779831257534","true"
"5285","5","1","0.25","no-visualization","500","300","500","1.706","3.698","0.2931094223813525","true"
"5287","7","1","0.25","no-visualization","500","300","500","1.834","3.658","0.30312833327383715","true"
"5288","8","1","0.25","no-visualization","500","300","500","1.754","3.594","0.3099121360286071","true"
"5289","9","1","0.25","no-visualization","500","300","500","2.214","3.65","0.31609181994915525","true"
"5291","1","1","0.5","no-visualization","500","300","500","1","3.676","0.24265103248399966","true"
"5290","10","1","0.25","no-visualization","500","300","500","2.264","3.614","0.3146545454545455","true"
"5292","2","1","0.5","no-visualization","500","300","500","1.352","3.79","0.4044920824829335","true"
"5293","3","1","0.5","no-visualization","500","300","500","1.478","3.752","0.4433135294117646","true"
"5295","5","1","0.5","no-visualization","500","300","500","1.774","3.762","0.4558589902170246","true"
"5296","6","1","0.5","no-visualization","500","300","500","1.862","3.764","0.44455426593361885","true"
"5294","4","1","0.5","no-visualization","500","300","500","1.628","3.686","0.4525711999390315","true"
"5297","7","1","0.5","no-visualization","500","300","500","1.9","3.692","0.46520865605417844","true"
"5298","8","1","0.5","no-visualization","500","300","500","2.264","3.68","0.47308960729008465","true"
"5299","9","1","0.5","no-visualization","500","300","500","2.032","3.56","0.4528173697846179","true"
"5300","10","1","0.5","no-visualization","500","300","500","2.474","3.726","0.47846418703506893","true"
"5301","1","1","0.75","no-visualization","500","300","500","1","3.668","0.26695952790047056","true"
"5302","2","1","0.75","no-visualization","500","300","500","1.466","3.572","0.4063769138900451","true"
"5303","3","1","0.75","no-visualization","500","300","500","1.608","3.61","0.42894470324883555","true"
"5305","5","1","0.75","no-visualization","500","300","500","1.856","3.724","0.4622967564698904","true"
"5304","4","1","0.75","no-visualization","500","300","500","1.714","3.574","0.4437911712918958","true"
"5306","6","1","0.75","no-visualization","500","300","500","1.928","3.572","0.45108645297145566","true"
"5307","7","1","0.75","no-visualization","500","300","500","2.058","3.646","0.46080236534865254","true"
"5308","8","1","0.75","no-visualization","500","300","500","2.162","3.772","0.45464962759431127","true"
"5309","9","1","0.75","no-visualization","500","300","500","2.088","3.6","0.45992897124722865","true"
"5310","10","1","0.75","no-visualization","500","300","500","2.372","3.766","0.47808517188301686","true"
"5311","1","1","1","no-visualization","500","300","500","1","3.5","0.3255881491890622","true"
"5312","2","1","1","no-visualization","500","300","500","1.454","3.614","0.37902719725164613","true"
"5314","4","1","1","no-visualization","500","300","500","1.81","3.696","0.44889231779382816","true"
"5315","5","1","1","no-visualization","500","300","500","1.83","3.662","0.45704180402274147","true"
"5313","3","1","1","no-visualization","500","300","500","1.67","3.6","0.4636991983967934","true"
"5316","6","1","1","no-visualization","500","300","500","2.04","3.662","0.4783428312980553","true"
"5317","7","1","1","no-visualization","500","300","500","1.978","3.696","0.469756079548452","true"
"5318","8","1","1","no-visualization","500","300","500","2.148","3.762","0.4742517082472589","true"
"5319","9","1","1","no-visualization","500","300","500","2.292","3.65","0.4663759973767625","true"
"5320","10","1","1","no-visualization","500","300","500","2.392","3.738","0.4944908491531208","true"
"5321","1","1","1.25","no-visualization","500","300","500","1","3.542","0.3204003874360036","true"
"5322","2","1","1.25","no-visualization","500","300","500","1.446","3.588","0.3621471622922843","true"
"5323","3","1","1.25","no-visualization","500","300","500","1.692","3.536","0.46872715159590583","true"
"5324","4","1","1.25","no-visualization","500","300","500","1.792","3.772","0.44004059351893215","true"
"5325","5","1","1.25","no-visualization","500","300","500","1.896","3.678","0.4678102172154405","true"
"5326","6","1","1.25","no-visualization","500","300","500","1.978","3.622","0.4852282386722281","true"
"5327","7","1","1.25","no-visualization","500","300","500","2.092","3.654","0.4747512052700665","true"
"5329","9","1","1.25","no-visualization","500","300","500","2.272","3.508","0.47835123187233847","true"
"5328","8","1","1.25","no-visualization","500","300","500","2.142","3.706","0.463728708729517","true"
"5330","10","1","1.25","no-visualization","500","300","500","2.3","3.802","0.48766204361801574","true"
"5332","2","1","1.5","no-visualization","500","300","500","1.464","3.738","0.3769818355640538","true"
"5333","3","1","1.5","no-visualization","500","300","500","1.798","3.616","0.4684999803682907","true"
"5331","1","1","1.5","no-visualization","500","300","500","1","3.542","0.3493554633814149","true"
"5334","4","1","1.5","no-visualization","500","300","500","1.934","3.814","0.4759752727893917","true"
"5335","5","1","1.5","no-visualization","500","300","500","1.942","3.764","0.49485548434431664","true"
"5336","6","1","1.5","no-visualization","500","300","500","2.11","3.77","0.50229886150155","true"
"5337","7","1","1.5","no-visualization","500","300","500","2.194","3.724","0.49804181051929863","true"
"5338","8","1","1.5","no-visualization","500","300","500","2.332","3.734","0.5175968903787176","true"
"5340","10","1","1.5","no-visualization","500","300","500","2.444","3.764","0.5096536857444349","true"
"5339","9","1","1.5","no-visualization","500","300","500","2.37","3.68","0.5007306169740271","true"
"5341","1","1","1.75","no-visualization","500","300","500","1","3.6","0.362067816775729","true"
"5342","2","1","1.75","no-visualization","500","300","500","1.46","3.544","0.37093916500376617","true"
"5343","3","1","1.75","no-visualization","500","300","500","1.912","3.732","0.4622954074442507","true"
"5344","4","1","1.75","no-visualization","500","300","500","1.956","3.734","0.49000237976764827","true"
"5345","5","1","1.75","no-visualization","500","300","500","2.042","3.684","0.4822847056822049","true"
"5346","6","1","1.75","no-visualization","500","300","500","2.08","3.824","0.5004455221467833","true"
"5347","7","1","1.75","no-visualization","500","300","500","2.176","3.734","0.4981531789542587","true"
"5348","8","1","1.75","no-visualization","500","300","500","2.392","3.84","0.49184933475925985","true"
"5350","10","1","1.75","no-visualization","500","300","500","2.512","3.678","0.5187367802308906","true"
"5349","9","1","1.75","no-visualization","500","300","500","2.442","3.7","0.505538635456843","true"
"5351","1","1","2","no-visualization","500","300","500","1","3.62","0.3929696767426337","true"
"5352","2","1","2","no-visualization","500","300","500","1.456","3.636","0.42571383371418514","true"
